"source_genesymbol","target_genesymbol","interact"
"PRKDC","LMNA",0
"PRKDC","LRP1",0
"PRKDC","LSP1",0
"PRKDC","MAGED2",0
"PRKDC","MANF",0
"PRKDC","MAP1B",0
"PRKDC","MAP4",0
"PRKDC","MAPT",0
"PRKDC","MATR3",0
"PRKDC","MAZ",0
"PRKDC","MDM2",1
"PRKDC","MEF2C",0
"PRKDC","AFDN",0
"PRKDC","MRE11",0
"PRKDC","MYF5",0
"PRKDC","NASP",0
"PRKDC","NBN",0
"PRKDC","NCF1",0
"PRKDC","NFE2L2",0
"PRKDC","NFKB2",0
"PRKDC","PAPOLB",0
"PRKDC","PHC2",0
"PRKDC","PHKA1",0
"PRKDC","POP1",0
"PRKDC","PPL",0
"PRKDC","PPP1CB",0
"PRKDC","PPP1R12A",0
"PRKDC","PRKAB1",0
"PRKDC","PRKD1",0
"PRKDC","PRPF4B",0
"PRKDC","PTK2B",0
"PRKDC","RAD17",0
"PRKDC","RAD50",0
"PRKDC","RAD9A",0
"PRKDC","RAF1",0
"PRKDC","RBBP8",0
"PRKDC","RFC1",0
"PRKDC","RGS14",0
"PRKDC","RHO",0
"PRKDC","RIMS1",0
"PRKDC","RPS6KB1",0
"PRKDC","RPS6",0
"PRKDC","RYR2",0
"PRKDC","SAFB2",0
"PRKDC","PPP6R3",0
"PRKDC","CLASRP",0
"PRKDC","SCAF11",0
"PRKDC","SFSWAP",0
"PRKDC","SLC4A1",0
"PRKDC","SMC3",0
"PRKDC","SNAPIN",0
"PRKDC","SPAG9",0
"PRKDC","SPTAN1",0
"PRKDC","SPTBN1",0
"PRKDC","SRC",0
"PRKDC","SRRM2",0
"PRKDC","SSTR3",0
"PRKDC","STK11",0
"PRKDC","STXBP1",0
"PRKDC","SVIL",0
"PRKDC","SYN1",0
"PRKDC","ELOA",0
"PRKDC","TERF1",0
"PRKDC","THRAP3",0
"PRKDC","THRA",0
"PRKDC","TNKS1BP1",0
"TNKS1BP1","PRKDC",0
"PRKDC","TP53BP1",0
"PRKDC","TPR",0
"PRKDC","TUBGCP6",0
"PRKDC","VIM",0
"PRKDC","VPS72",0
"PRKDC","ZMYND8",0
"PRKG1","ABCA1",0
"PRKG1","ADRB2",0
"PRKG1","ANXA1",0
"PRKG1","APC",0
"PRKG1","ARHGEF7",0
"PRKG1","ATF2",0
"PRKG1","AURKB",0
"PRKG1","AURKC",0
"PRKG1","BRAF",0
"PRKG1","IRF2BPL",0
"PRKG1","C1QA",0
"PRKG1","CACNA1S",0
"PRKG1","CAST",0
"PRKG1","CBL",0
"PRKG1","CCNY",0
"PRKG1","CD5",0
"PRKG1","CGB5",0
"PRKG1","CHRND",0
"PRKG1","CLMN",0
"PRKG1","CRYAA",0
"PRKG1","CRYAB",0
"PRKG1","DCX",0
"PRKG1","DLGAP2",0
"PRKG1","DNM1",0
"PRKG1","EIF2AK2",0
"PRKG1","FGA",0
"PRKG1","GFAP",0
"PRKG1","GJB1",0
"PRKG1","GNA13",0
"PRKG1","H2AX",0
"PRKG1","INCENP",0
"PRKG1","UFL1",0
"PRKG1","ARFGEF3",0
"PRKG1","KIT",0
"PRKG1","KRT19",0
"PRKG1","LATS1",0
"PRKG1","MAP1B",0
"PRKG1","MAP3K7",0
"PRKG1","MAP4K4",0
"PRKG1","MAPT",0
"PRKG1","MARK1",0
"PRKG1","MIP",0
"PRKG1","NCF1",0
"PRKG1","NFATC1",0
"PRKG1","OSR1",0
"PRKG1","PAK1",0
"PRKG1","PAK2",0
"PRKG1","PDPK1",0
"PRKG1","PFKFB1",0
"PRKG1","PHKG1",0
"PRKG1","PIK3CG",0
"PRKG1","PLEC",0
"PRKG1","PLK1",0
"PRKG1","RIMS2",0
"PRKG1","SRSF5",0
"PRKG1","SRSF7",0
"PRKG1","SON",0
"PRKG1","SPP1",0
"PRKG1","SPTBN1",0
"PRKG1","SRRM1",0
"PRKG1","SRRM2",0
"PRKG1","SYN2",0
"PRKG1","TERT",0
"PRKG1","VIM",0
"PRKG2","CFTR",0
"PRKG2","PRKG1",0
"PRKG2","VASP",0
"PTK6","C9orf78",0
"PTPN1","PAK2",0
"PTPN22","SRC",0
"PTPRA","EGFR",0
"PTPRA","INSR",1
"RET","MAPK9",0
"RET","PDK1",0
"ROCK1","CASKIN1",0
"ROCK1","CFTR",0
"ROCK1","KCNH2",0
"ROCK1","MYL2",0
"ROCK2","DES",0
"ROCK2","EZR",1
"ROCK2","GFAP",0
"ROCK2","IRS1",0
"ROCK2","LIMK2",1
"ROCK2","RDX",1
"RPS6KA1","ADD2",0
"RPS6KA1","CCNY",0
"RPS6KA1","FAM53C",0
"RPS6KA1","KDM2B",0
"RPS6KA1","UFL1",0
"RPS6KA1","LNPK",0
"RPS6KA1","LSP1",0
"RPS6KA1","CDK16",0
"RPS6KA1","PURG",0
"RPS6KA3","RPS6KA1",0
"RPS6KA1","RPS6KA3",0
"RPS6KA1","SIPA1L1",0
"RPS6KA1","SLC4A3",0
"RPS6KA1","TLE3",0
"RPS6KA2","EEF2K",1
"RPS6KA2","ESR1",0
"RPS6KA2","FLNA",0
"RPS6KA2","GMFB",0
"RPS6KA2","GSK3B",0
"RPS6KA2","RPS6KA1",0
"RPS6KA2","SLC9A1",0
"RPS6KA2","SRF",0
"RPS6KA2","STK11",0
"RPS6KA2","TSC2",-1
"RPS6KA3","AANAT",0
"RPS6KA3","ABCA1",0
"RPS6KA3","ABCB1",0
"RPS6KA3","ABLIM1",0
"RPS6KA3","ACLY",0
"RPS6KA3","ACO1",0
"RPS6KA3","ADAM17",0
"RPS6KA3","ADD1",0
"RPS6KA3","ADD3",0
"RPS6KA3","ADRA1B",0
"RPS6KA3","ADRB2",0
"RPS6KA3","AHNAK",0
"RPS6KA3","ANK2",0
"RPS6KA3","AQP2",0
"RPS6KA3","ARFGEF2",0
"RPS6KA3","ARHGAP12",0
"RPS6KA3","ARHGEF2",0
"RPS6KA3","AR",0
"RPS6KA3","ATN1",0
"RPS6KA3","ATP2A2",0
"RPS6KA3","ATXN1",0
"RPS6KA3","ATXN7",0
"RPS6KA3","AURKA",0
"RPS6KA3","BCAS1",0
"RPS6KA3","BCLAF1",0
"RPS6KA3","BPTF",0
"RPS6KA3","BRAF",0
"RPS6KA3","BRD3",0
"RPS6KA3","BSN",0
"RPS6KA3","EMSY",0
"RPS6KA3","IRF2BPL",0
"RPS6KA3","TMEM230",0
"RPS6KA3","CACNA1C",0
"RPS6KA3","CACNA1S",0
"RPS6KA3","CAMK1D",0
"RPS6KA3","CAMK2G",0
"RPS6KA3","CAMKK2",0
"RPS6KA3","CAPN1",0
"RPS6KA3","CARHSP1",0
"RPS6KA3","CASKIN1",0
"RPS6KA3","CASP9",0
"RPS6KA3","CCND1",0
"RPS6KA3","CD44",0
"RPS6KA3","CDC23",0
"RPS6KA3","CDC25A",0
"RPS6KA3","CDK13",0
"RPS6KA3","CDKN1A",0
"RPS6KA3","CDKN1B",0
"RPS6KA3","CEBPB",0
"RPS6KA3","CFL2",0
"RPS6KA3","CFTR",0
"RPS6KA3","CHEK1",0
"RPS6KA3","CHRND",0
"RPS6KA3","CHRNG",0
"RPS6KA3","CIT",0
"RPS6KA3","CNP",0
"RPS6KA3","COBL",0
"RPS6KA3","CPEB1",0
"RPS6KA3","CRYAA",0
"RPS6KA3","CRYBA2",0
"RPS6KA3","CTDP1",0
"RPS6KA3","CTNND2",0
"RPS6KA3","CTR9",0
"RPS6KA3","CYP2F1",0
"RPS6KA3","DAB1",0
"RPS6KA3","DCLK1",0
"RPS6KA3","DCX",0
"RPS6KA3","DDX23",0
"RPS6KA3","DLG4",0
"RPS6KA3","DLGAP1",0
"RPS6KA3","DLGAP2",0
"RPS6KA3","DLGAP4",0
"RPS6KA3","DNAJC5",0
"RPS6KA3","DYNC1I1",0
"RPS6KA3","E2F1",0
"RPS6KA3","EBAG9",0
"RPS6KA3","EEF2K",0
"RPS6KA3","EIF2B5",0
"RPS6KA3","EIF4B",0
"RPS6KA3","EIF5B",0
"RPS6KA3","EPB41L1",0
"RPS6KA3","EPB41L2",0
"RPS6KA3","EPB42",0
"RPS6KA3","DMTN",0
"RPS6KA3","EPN2",0
"RPS6KA3","ETV1",0
"RPS6KA3","EVL",0
"RPS6KA3","EXOC2",0
"RPS6KA3","FBP1",0
"RPS6KA3","FLNA",0
"RPS6KA3","FNBP1",0
"RPS6KA3","FNBP4",0
"RPS6KA3","FOS",1
"RPS6KA3","FOXL2",0
"RPS6KA3","FOXO1",0
"RPS6KA3","FOXO3",0
"RPS6KA3","FOXO4",0
"RPS6KA3","SRSF10",0
"RPS6KA3","GABRB1",0
"RPS6KA3","GABRB2",0
"RPS6KA3","GABRG2",0
"RPS6KA3","GMFB",0
"RPS6KA3","GPHN",0
"RPS6KA3","GRIN1",0
"RPS6KA3","GRIN2B",0
"RPS6KA3","GRIN2D",0
"RPS6KA3","GTF3C1",0
"RPS6KA3","GYS1",0
"RPS6KA3","HAND1",0
"RPS6KA3","HDAC4",0
"RPS6KA3","HDAC7",0
"RPS6KA3","HES1",0
"RPS6KA3","HIRIP3",0
"RPS6KA3","H1-3",0
"RPS6KA3","H2BC14",0
"RPS6KA3","HNF4A",0
"RPS6KA3","HSF1",0
"RPS6KA3","HSPB1",0
"RPS6KA3","HTR2C",0
"RPS6KA3","IFI16",0
"RPS6KA3","IFNAR2",0
"RPS6KA3","IL1A",0
"RPS6KA3","INCENP",0
"RPS6KA3","IRS1",0
"RPS6KA3","IRS2",0
"RPS6KA3","ITGA4",0
"RPS6KA3","ITPR1",0
"RPS6KA3","ITSN1",0
"RPS6KA3","JPH3",0
"RPS6KA3","KCNH2",0
"RPS6KA3","ARFGEF3",0
"RPS6KA3","KIF1C",0
"RPS6KA3","KIF23",0
"RPS6KA3","KIF2C",0
"RPS6KA3","KLC2",0
"RPS6KA3","LASP1",0
"RPS6KA3","LATS1",0
"RPS6KA3","LBR",0
"RPS6KA3","LCP2",0
"RPS6KA3","LIPE",0
"RPS6KA3","LMNA",0
"RPS6KA3","LMO7",0
"RPS6KA3","LRBA",0
"RPS6KA3","MACF1",0
"RPS6KA3","MACF1",0
"RPS6KA3","MAP1A",0
"RPS6KA3","MAP1B",0
"RPS6KA3","MAP1S",0
"RPS6KA3","MAP2K1",0
"RPS6KA3","MAP2",0
"RPS6KA3","MAP3K11",0
"RPS6KA3","MAP3K3",0
"RPS6KA3","MAP3K8",0
"RPS6KA3","MAP4K1",0
"RPS6KA3","MAPT",0
"RPS6KA3","MARK1",0
"RPS6KA3","MATR3",0
"RPS6KA3","MDM2",0
"RPS6KA3","MEF2C",0
"RPS6KA3","MEF2D",0
"RPS6KA3","MET",0
"RPS6KA3","MOCOS",0
"RPS6KA3","MTOR",0
"RPS6KA3","MYL9",0
"RPS6KA3","MYLK",0
"RPS6KA3","NBN",0
"RPS6KA3","NCF1",0
"RPS6KA3","NEDD4",0
"RPS6KA3","NES",0
"RPS6KA3","NFATC2",0
"RPS6KA3","NFKBIA",0
"RPS6KA3","NOLC1",0
"RPS6KA3","NOS3",0
"RPS6KA3","OPRM1",0
"RPS6KA3","PAH",0
"RPS6KA3","PAK2",0
"RPS6KA3","PCLO",0
"RPS6KA3","CDK16",0
"RPS6KA3","PDC",0
"RPS6KA3","PDE1B",0
"RPS6KA3","PDE3B",0
"RPS6KA3","PDE4B",0
"RPS6KA3","PDS5B",0
"RPS6KA3","PEA15",0
"PEA15","RPS6KA3",-1
"RPS6KA3","PFKM",0
"RPS6KA3","PHKA1",0
"RPS6KA3","PHKB",0
"RPS6KA3","PKLR",0
"RPS6KA3","PKP4",0
"RPS6KA3","PLCB3",0
"RPS6KA3","PLEC",0
"RPS6KA3","PLIN1",0
"RPS6KA3","PNN",0
"RPS6KA3","PPIG",0
"RPS6KA3","PPP1R14A",0
"RPS6KA3","PPP1R1A",0
"RPS6KA3","PPP1R8",0
"RPS6KA3","PPP1R9B",0
"RPS6KA3","PPP3CA",0
"RPS6KA3","PRDM2",0
"RPS6KA3","PRKAA1",0
"RPS6KA3","PRKAB1",0
"RPS6KA3","PRKAR1B",0
"RPS6KA3","PRKAR2A",0
"RPS6KA3","PRKAR2B",0
"RPS6KA3","PRKCQ",0
"RPS6KA3","PRKD1",0
"RPS6KA3","PRPF4B",0
"RPS6KA3","PSMA5",0
"RPS6KA3","PTGER4",0
"RPS6KA3","PTH2R",0
"RPS6KA3","PTPN12",0
"RPS6KA3","PTPN7",0
"RPS6KA3","PUM2",0
"RPS6KA3","RAF1",0
"RPS6KA3","RAP1B",0
"RPS6KA3","RAP1GAP",0
"RPS6KA3","RBL2",0
"RPS6KA3","RBM15",0
"RPS6KA3","RBM7",0
"RPS6KA3","NELFE",0
"RPS6KA3","REL",0
"RPS6KA3","RIMS2",0
"RPS6KA3","RIN1",0
"RPS6KA3","RRAD",0
"RPS6KA3","RSF1",0
"RPS6KA3","RYR1",0
"RPS6KA3","RYR2",0
"RPS6KA3","S1PR1",0
"RPS6KA3","SAP30",0
"RPS6KA3","SASH1",0
"RPS6KA3","SASH3",0
"RPS6KA3","SCN2A",0
"RPS6KA3","SCN4A",0
"RPS6KA3","SDC2",0
"RPS6KA3","SEC24B",0
"RPS6KA3","SF1",0
"RPS6KA3","CLASRP",0
"RPS6KA3","PNISR",0
"RPS6KA3","SRSF2",0
"RPS6KA3","SRSF7",0
"RPS6KA3","SHANK2",0
"RPS6KA3","SKIC2",0
"RPS6KA3","SLC24A2",0
"RPS6KA3","SLC9A1",0
"RPS6KA3","SLC9A3R1",0
"RPS6KA3","SMAD2",0
"RPS6KA3","SMAD3",0
"RPS6KA3","SMARCC1",0
"RPS6KA3","SMARCC2",0
"RPS6KA3","SNPH",0
"RPS6KA3","SORBS1",0
"RPS6KA3","SPAG9",0
"RPS6KA3","SPTBN1",0
"RPS6KA3","SPTBN4",0
"RPS6KA3","SRF",1
"RPS6KA3","SRRM1",0
"RPS6KA3","SRRM2",0
"RPS6KA3","ITPRID2",0
"RPS6KA3","SSTR3",0
"RPS6KA3","STMN1",0
"RPS6KA3","SYN1",0
"RPS6KA3","SYNRG",0
"RPS6KA3","TAF2",0
"RPS6KA3","TBC1D4",0
"RPS6KA3","TCAP",0
"RPS6KA3","TCF20",0
"RPS6KA3","TERT",0
"RPS6KA3","THRAP3",0
"RPS6KA3","THRA",0
"RPS6KA3","TJP2",0
"RPS6KA3","TNKS1BP1",0
"RPS6KA3","TNNI3",0
"RPS6KA3","TOP2B",0
"RPS6KA3","TP53",0
"RPS6KA3","TPH1",0
"RPS6KA3","TPX2",0
"RPS6KA3","TRA2B",0
"RPS6KA3","TRIM28",0
"RPS6KA3","TRIP12",0
"RPS6KA3","TRRAP",0
"RPS6KA3","UBA1",0
"RPS6KA3","UBN1",0
"RPS6KA3","USP8",0
"RPS6KA3","VASP",0
"RPS6KA3","VIM",0
"RPS6KA3","VTN",0
"RPS6KA3","WARS1",0
"RPS6KA3","WIPF1",0
"RPS6KA3","WT1",0
"RPS6KA3","XPO1",0
"RPS6KA3","YWHAB",0
"RPS6KA3","YWHAH",0
"RPS6KA3","YWHAZ",0
"RPS6KA3","ZNF106",0
"RPS6KA3","ZFP36",0
"RPS6KA3","ZBTB21",0
"RPS6KA5","C9orf78",0
"RPS6KA5","STK11",0
"RPS6KB1","CAMK2D",0
"RPS6KB1","DAGLA",0
"RPS6KB1","FADD",0
"RPS6KB1","MAPT",0
"RPS6KB1","RPS6KA1",0
"RPS6KB1","RPS6KA2",0
"RPS6KB1","RPS6KA3",0
"RPS6KB1","ZBTB49",0
"RPS6KB2","EEF2K",0
"RPS6KB2","LMNB1",0
"RPS6KB2","RPS6",1
"SDK1","YWHAB",0
"SDK1","YWHAH",0
"SDK1","YWHAZ",0
"SGK1","AHNAK",0
"SGK1","BSN",0
"SGK1","C9orf78",0
"SGK1","CARHSP1",0
"SGK1","CCNY",0
"SGK1","CD44",0
"SGK1","CRYAA",0
"SGK1","CRYBA2",0
"SGK1","DLGAP1",0
"SGK1","DLGAP4",0
"SGK1","DNAJC5",0
"SGK1","EBAG9",0
"SGK1","EIF5B",0
"SGK1","FANCA",0
"SGK1","FOXO4",0
"SGK1","GFAP",0
"SGK1","ARHGAP35",0
"SGK1","GRM5",0
"SGK1","H2BC14",0
"SGK1","KIF23",0
"SGK1","LBR",0
"SGK1","MAP3K5",0
"SGK1","MARK1",0
"SGK1","MATR3",0
"SGK1","PCLO",0
"SGK1","CDK16",0
"SGK1","PLEC",0
"SGK1","PPP1R1B",0
"SGK1","PPP1R8",0
"SGK1","PRPF4B",0
"SGK1","RRAD",0
"SGK1","RREB1",0
"SGK1","SCN2A",0
"SGK1","SRRM1",0
"SGK1","TBC1D4",0
"SGK1","TCF20",0
"SGK1","TNKS1BP1",0
"SGK1","TNNI2",0
"SGK1","VASP",0
"SGK1","WNK1",0
"SGK1","ZBTB21",0
"SGK2","BRAF",0
"SGK2","CREB1",0
"SGK2","FOXO1",0
"SGK2","GSK3B",0
"SGK2","HTT",0
"SGK2","KCNJ1",0
"SGK2","MAP3K3",0
"SGK2","NDRG2",0
"SGK2","NEDD4L",0
"SGK3","BRAF",0
"SGK3","CREB1",0
"SGK3","FOXO1",0
"SGK3","HTT",0
"SGK3","KCNJ1",0
"SGK3","MAP3K3",0
"SGK3","NDRG2",0
"SGK3","NEDD4L",0
"SLK","TAOK3",0
"SRC","ABLIM1",0
"SRC","AIP",0
"SRC","ARHGAP12",0
"SRC","CD79A",0
"SRC","CSF2RB",0
"SRC","EMB",0
"SRC","FER",0
"SRC","FNBP1",0
"SRC","HINT1",0
"SRC","JAK2",1
"SRC","MAP1B",0
"MET","SRC",1
"SRC","MET",-1
"SRC","NAPG",0
"SRC","NOS3",0
"SRC","NTRK1",0
"SRC","PDK1",0
"RET","SRC",0
"SRC","RET",1
"SRC","RPS6KB1",0
"SRC","SH3BP2",0
"SRC","SNCA",1
"SRC","TGM2",0
"SRC","TKT",0
"SRC","TRIP4",0
"SRC","ZAP70",0
"STK10","ADRB2",0
"STK11","STK10",0
"STK25","YWHAZ",0
"STK3","STK24",0
"STK3","STK38L",0
"STRADA","STK39",0
"SYK","EMB",0
"SYK","PRKCB",0
"NR2C2","MAP3K7",0
"NR2C2","PTPN3",0
"TBP","GTF2A1",0
"TEC","BDP1",0
"TEC","EMB",0
"TEC","TEK",0
"TFG","SHC1",0
"TGFBR2","ADRB2",0
"TTBK1","TUBB2A",0
"TTBK1","TUBB",0
"TTK","CDS1",0
"TYK2","STAT5B",1
"TYRO3","PLCG1",0
"WNK1","OSR1",0
"WNK4","WNK1",0
"WNK1","WNK4",-1
"YES1","CDKN1B",0
"MAP3K20","CDS1",0
"CREBBP","ATXN7",0
"EP300","OGG1",0
"EP300","ESR1",0
"KAT8","TP53",1
"EP300","RB1",1
"EP300","POLB",0
"EP300","SP1",0
"EP300","ATF2",0
"EP300","ATF4",0
"EP300","NFYA",0
"EP300","GATA3",1
"CREBBP","CIITA",0
"KAT2B","CTNNB1",0
"EP300","SREBF1",0
"EP300","NRIP1",0
"KAT2A","CDK9",0
"EP300","CTBP2",0
"KAT2B","PTEN",0
"CREBBP","PTEN",0
"EP300","RUNX1",0
"KAT2B","FLI1",0
"EP300","NR5A1",0
"EP300","MTA1",0
"EP300","NEIL2",0
"EP300","NR1H4",0
"EP300","CDT1",0
"KAT2B","CDT1",0
"CREBBP","GCM1",0
"CREBBP","ONECUT1",0
"EP300","NCOA3",0
"PRKAR1A","HLA-A",0
"PTK2","DKFZp666O0110",0
"SRC","DKFZp666O0110",0
"PTK2B","DKFZp666O0110",0
"INSR","DKFZp666O0110",0
"RET","DKFZp666O0110",0
"ATR","AP3B1",0
"MAPK1","SUPT5H",0
"DYRK1A","WASL",0
"MAPK1","DNM1L",0
"PRKACA","NR5A2",0
"PDPK1","IKBKB",1
"PRKACA","CASK",0
"PRKCA","MYL12B",0
"PRKCZ","AURKA",0
"LATS1","PPP1R12A",0
"CDC42BPB","PPP1R12A",0
"RAF1","PPP1R12A",0
"MELK","SMAD7",0
"AURKA","ARPC1B",0
"PLK1","NPHP1",0
"PLK2","SIPA1L1",0
"MAPK1","TGFB1I1",0
"RAF1","ADCY6",0
"SRC","RIPK2",0
"MAPK12","HTRA2",0
"PRKD1","AHCYL1",0
"MAPK1","PIP5K1C",0
"NPHS1","FYN",1
"FYN","NPHS1",-1
"MAPK1","OGA",0
"MAPK1","SNX2",0
"PRKACA","DTNB",0
"MAPK14","MITF",1
"PLK1","ROCK2",1
"MAPK1","PHF2",0
"CDK2","DAB1",0
"MAPK1","STK10",0
"MAPK1","WIZ",0
"PRKCB","RIGI",0
"CAMK2A","BCL10",0
"PLK4","HAND1",1
"MAPK7","FOS",0
"PIM2","MYC",0
"CDK5","MYC",0
"DYRK2","MYC",0
"MAPK1","LMNA",0
"CDK5","ERBB2",0
"SIK1","TP53",1
"MELK","TP53",0
"MAPKAPK2","TP53",0
"IKBKB","TP53",0
"VRK2","TP53",0
"MAPKAPK5","HSPB1",1
"PRKACA","HSPB1",0
"MAPK9","APP",0
"MAPK1","EIF2S1",0
"MAPK14","EIF2S1",0
"CDK1","JUN",0
"PRKD1","JUN",0
"MAPKAPK2","KRT18",0
"PRKACA","KRT8",0
"TBK1","INSR",0
"PRKCE","LCK",0
"MATK","LCK",0
"PRKCB","RB1",1
"ATR","NPM1",0
"CDK4","NPM1",0
"CDK6","NPM1",0
"MATK","HCK",0
"PRKCE","VIM",1
"PRKACA","FGF2",0
"PRKACA","GSTP1",0
"PRKACA","HNRNPA1",0
"PRKACA","CGB5",0
"MAPK1","GLI2",0
"PRKACA","MYB",0
"CAMK2G","RARA",0
"CDK6","BCL2",-1
"RPS6KA5","MAPT",0
"MAPK11","MAPT",0
"PRKAA1","MAPT",0
"MAPK9","MAPT",0
"MAPK10","MAPT",0
"SIK1","MAPT",0
"BRSK2","MAPT",-1
"BRSK1","MAPT",-1
"DYRK2","MAPT",0
"MAPK1","TFPI",0
"MAPK12","TOP2A",0
"PRKCD","SRF",0
"BLK","CD79A",0
"MAPK1","LYL1",0
"LMTK2","CFTR",0
"MAPK3","RARG",1
"MAPK1","CCNB1",0
"NEK6","POU2F1",0
"PRKACA","POU2F1",0
"MAPK1","ETS1",1
"MAPK12","MYOD1",0
"LYN","MUC1",0
"MAPK12","STMN1",0
"MAPK11","STMN1",0
"PRKCD","GJA1",0
"AKT1","GJA1",0
"MAPK3","SYN1",0
"PRKACA","DES",0
"RPS6KA2","CEBPB",0
"PRKCE","GAP43",0
"MAPK14","XBP1",0
"CAMK2A","PTPRA",0
"PRKACA","GABRB1",0
"ATR","SON",0
"EPHA4","PLCG1",1
"PRKAA1","TNNI3",0
"MAPK14","EIF2AK2",0
"PRKACA","CYP2B6",0
"LYN","CD72",0
"PRKACA","MYF6",0
"STK17B","RPS6KB1",0
"NEK7","RPS6KB1",0
"PIM2","EIF4B",0
"CAMK1","MYL9",0
"CDC42BPB","MYL9",0
"CDK8","POLR2A",0
"AURKA","NFKBIA",-1
"GRK5","NFKBIA",0
"CDC42BPA","MSN",0
"CAMK2B","PLN",0
"CAMK2D","PLN",0
"PRKD1","PIK3R1",0
"RET","PIK3R1",0
"MAPK14","ELK4",1
"ATR","POLD1",0
"MAPK3","MZF1",0
"MAPK14","MZF1",0
"AKT2","CD34",0
"CDK2","PTPN6",0
"MAPK9","SHC1",1
"MAPK10","SHC1",1
"PRKG2","NOS3",0
"ROCK2","NOS3",-1
"PRKACA","MARCKS",0
"MAPK13","CCND3",0
"MAPK11","CCND3",0
"PRKACA","CDC25B",0
"MAPK11","CDC25B",-1
"MAPK12","CDC25C",1
"PRKG2","CDC25C",0
"PRKACB","AVPR2",0
"PKN1","CLIP1",0
"PKN3","CLIP1",0
"PAK2","MAPK4",0
"PRKCB","AKT1",0
"AKT1","MAPKAPK2",0
"MAPKAPK2","AKT1",0
"IKBKE","AKT1",0
"PRKDC","AKT2",0
"EPHB3","L1CAM",0
"PIK3CA","CSF2RB",0
"PDGFRB","GRK5",0
"HIPK2","CTNNB1",0
"PRKAA2","CTNNB1",0
"ERBB2","CTNNB1",1
"RET","CTNNB1",0
"CAMK2A","DRD3",0
"CDC42BPB","ADD1",0
"FLT4","KDR",0
"KDR","FLT4",0
"SIK1","SREBF1",0
"CDK7","PPARG",0
"DAPK1","CDKN1A",0
"PRKCD","CDKN1A",0
"STK38","CDKN1A",0
"LATS2","CDKN1A",0
"CAMK1","RPS19",0
"BLK","CD79B",0
"DAPK3","STAT3",0
"CAMK2G","STAT3",0
"NEK6","STAT3",0
"CDK5","OPRD1",0
"PRKACA","CETN2",0
"AKT1","PRPH",0
"PRKACA","HNF4A",0
"PIM2","MAP3K8",0
"MAPK1","STAT1",1
"STAT1","MAPK1",1
"MAPK11","STAT1",1
"INSR","STAT5A",1
"PTK6","STAT5A",0
"PRKG2","GRIA1",0
"SGK1","MLLT3",0
"LYN","TEC",0
"CSK","FRK",0
"TNK2","WAS",0
"STK11","ETV4",1
"PRKDC","NR4A2",0
"PRKACB","NKX2-1",0
"RAF1","TNNT2",0
"SGK1","MAP2K4",0
"PRKCE","NSF",0
"PIM3","CDKN1B",0
"PIM2","CDKN1B",0
"RPS6KA1","CDKN1B",0
"JAK2","CDKN1B",0
"DYRK1A","MAP1B",0
"MAPK1","MAP1B",0
"AKT1","GABRB2",0
"PRKACA","GJA8",0
"AKT1","SOX2",0
"PRKG2","SOX9",0
"MAPK1","PRRC2A",0
"PRKACA","CSNK1D",0
"CLK2","CSNK1D",0
"SGK1","SLC9A3",0
"PRKCD","PXN",0
"NLK","PXN",0
"MAPK3","PXN",0
"PRKCG","DGKG",0
"PRKG2","STAR",0
"MAPK3","STAR",0
"CDK1","CEBPA",0
"AKT2","CLK2",0
"DYRK1A","PSEN1",0
"PRKD3","GSK3B",0
"PRKG2","GSK3B",0
"ATR","LIG4",0
"ATR","MRE11",0
"CDK7","NEK6",0
"NEK6","CDK7",0
"PRKCI","CDK7",0
"PRKACA","DAP3",0
"ATR","BRCA2",1
"PRKCI","IRAK1",0
"INSR","STAT5B",0
"ROCK2","CNN1",0
"PRKACA","MYOM1",0
"MAPK1","PDX1",0
"MAPK14","PDX1",0
"PASK","PDX1",0
"PRKG2","PLK1",0
"PLK2","PLK1",0
"MAPK14","LIMK1",0
"CAMK4","LIMK1",0
"AURKA","LIMK2",0
"ATR","BLM",0
"PRKAA1","GYS2",0
"PRKG2","CASP9",0
"DYRK1A","CASP9",1
"PRKACA","CDKN2D",0
"ATR","BID",0
"MAPK9","BID",0
"PRKACA","ARPP19",0
"PRKACA","MAZ",0
"TNK2","BCAR1",1
"CAMK1","SIK1",0
"IRAK1","TIRAP",0
"IRAK4","TIRAP",0
"PRKG1","RHOA",0
"DYRK1A","STXBP1",0
"RPS6KA3","RPS6",1
"PASK","RPS6",0
"ATM","PPP2R2A",0
"EGFR","PPP2CA",1
"PPP2CA","EGFR",1
"AKT2","H3C12",0
"MAPK3","H3C12",0
"MAPK1","H3C12",0
"MAPK8","H3C12",0
"MAPK9","H3C12",0
"MATK","SIRPA",0
"MAPK12","DLG4",0
"MAPK8","DLG4",0
"MAPK13","DLG4",0
"MAPK1","DLG4",0
"MAPK1","MAP1A",0
"MELK","SMAD3",0
"JAK2","H3-3A",0
"EPHA4","CDK5",1
"BRSK2","CDK16",0
"PRKACA","CACNA1B",0
"MAPK3","CACNA1B",0
"MAPK1","CACNA1B",0
"PIM2","MDM2",0
"MAPKAPK2","E2F1",0
"CHUK","E2F1",0
"MAPK11","E2F1",0
"PRKD2","SET",0
"MAPK8","EWSR1",0
"PRKACA","COL4A3",0
"MAPK1","SLC6A3",0
"PRKACA","SLC6A3",1
"MAPK11","PRKCE",0
"MAPK14","PRKCE",0
